license_id	status	business_name	business_address	business_city	business_state	business_zip	last_name	first_name	phone	owner	expires_txt	issued_txt	county	license_type_code	license_type_desc	agent_last	agent_first
12076241	Active	CORNISH PASTY CO	960 W UNIVERSITY Drive #103	TEMPE	Arizona	85281	LAUREN MERRETT		6029213040	THOMAS BRODIE INC	03/31/2020	07/25/2005	Maricopa	012	Restaurant	MERRETT	LAUREN
12076243	Active	CHILI'S GRILL & BAR #1079	3917 S GILBERT Boulevard	GILBERT	Arizona	85297	JOHN DEAN CURTIS II		4808124636	BRINKER RESTAURANT CORP	03/31/2020	06/10/2005	Maricopa	012	Restaurant	CURTIS II	JOHN
12076246	Active	WHITE CHOCOLATE GRILL	7000 E MAYO BLDG 6	PHOENIX	Arizona	85054	AMY NATIONS		4805633377	WHITE CHOCOLATE GRILL PHOENIX INC	03/31/2020	07/22/2005	Maricopa	012	Restaurant	NATIONS	AMY
12076248	Active	CHIPOTLE MEXICAN GRILL #0698	4984 S POWER Road # 107	GILBERT	Arizona	85296	H J LEWKOWITZ		4809886938	CHIPOTLE MEXICAN GRILL INC	03/31/2020	07/21/2005	Maricopa	012	Restaurant	LEWKOWITZ	H
12076249	Active	CHIPOTLE MEXICAN GRILL # 0699	3757 S GILBERT Road #110	GILBERT	Arizona	85296	H J LEWKOWITZ		4809638585	CHIPOTLE MEXICAN GRILL INC	03/31/2020	07/21/2005	Maricopa	012	Restaurant	LEWKOWITZ	H
12076252	Active	VILLAGE AT OCOTILLO	990 W OCOTILLO Road	CHANDLER	Arizona	85248	ANDREA DAHLMAN LEWKOWITZ		4808957795	CIG HOLDINGS LLC	03/31/2020	08/31/2005	Maricopa	012	Restaurant	LEWKOWITZ	ANDREA
12076255	Active	ZIPPS SPORTS GRILL	14148 N 100TH Street	SCOTTSDALE	Arizona	85259	HARRY GOLDMAN		4803414600	GOLDMAN GROUP VII LLC	03/31/2020	08/12/2005	Maricopa	012	Restaurant	GOLDMAN	HARRY
12076261	Active	EL TACO TOTE REAL MEXICAN GRILL	3464 W CAMELBACK Road	PHOENIX	Arizona	85017	JARED REPINSKI		6029959610	REAL TACOS I LLC	03/31/2020	12/05/2005	Maricopa	012	Restaurant	REPINSKI	JARED
12076264	Active	DESERT PEAKS PIZZA & GRILLE	5943 E MCKELLIPS Road #102	MESA	Arizona	85215	ELIAS CHAWKI		4806546808	JEEBP LLC	03/31/2020	08/15/2005	Maricopa	012	Restaurant	CHAWKI	ELIAS
12076265	Active	TIPSY COYOTE BAR + GRILL	7077 E BELL Road #110	SCOTTSDALE	Arizona	85254	KERRY PHELPS		4809228424	ACC ENTERPRISES LLC	03/31/2020	08/25/2005	Maricopa	012	Restaurant	BREED	DANIELLE
12076269	Active	CHIPOTLE MEXICAN GRILL #0658	1546 N COOPER Road	GILBERT	Arizona	85233	H J LEWKOWITZ		4806321875	CHIPOTLE MEXICAN GRILL INC	03/31/2020	11/28/2005	Maricopa	012	Restaurant	LEWKOWITZ	H
12076279	Active	CUFF DOWNTOWN BISTRO OFF THE CUFF VENUE	5819  W GLENDALE  Avenue	GLENDALE	Arizona	85301	LEE TRUJILLO		6238478890	ZHANG'S ASIAN BISTRO LLC	03/31/2020	10/05/2005	Maricopa	012	Restaurant	TRUJILLO	LEE
12076282	Active	SAUCE PIZZA & WINE	3426 E BASELINE Road #120	MESA	Arizona	85204	SCOTT KILPATRICK		4804973500	SAUCE (PHOENIX-DANA PARK) LLC	03/31/2020	09/16/2005	Maricopa	012	Restaurant	KILPATRICK	SCOTT
12076291	Active	NANDINI	1845 E BROADWAY Road #101	TEMPE	Arizona	85282	NAINESH PATEL		4809675234	UNITED BABA CORP	03/31/2020	09/13/2005	Maricopa	012	Restaurant	PATEL	NAINESH
12076296	Active	RITA'S MEXICAN FOOD	1402 N 35TH Avenue	PHOENIX	Arizona	85009	BOJORQUEZ	GLORIA	6022787376		03/31/2020	10/03/2005	Maricopa	012	Restaurant		
12076302	Active	FAMOUS DAVE'S LEGENDARY PIT BAR B QUE	16148 N 83RD Avenue	PEORIA	Arizona	85382	RANDY NATIONS		6239793706	FAMOUS FREDDIE LLC	03/31/2020	09/16/2005	Maricopa	012	Restaurant	NATIONS	RANDY
12076304	Active	SAUCE PIZZA & WINE	14418 N SCOTTSDALE Road STE 181	SCOTTSDALE	Arizona	85254	SCOTT KILPATRICK		4803218800	SAUCE (SCOTTSDALE-EAST THUNDERBIRD PLAZA) LLC	03/31/2020	02/22/2006	Maricopa	012	Restaurant	KILPATRICK	SCOTT
12076305	Active	GREENE HOUSE	15024 N SCOTTSDALE Road #100	SCOTTSDALE	Arizona	85254	RANDY NATIONS		4808899494	KIERLAND RESTAURANT GROUP LLC	03/31/2020	12/12/2005	Maricopa	012	Restaurant	NATIONS	RANDY
12076307	Active	PEI WEI FRESH KITCHEN	267 EAST BELL Road #1	PHOENIX	Arizona	85022	PATRICK CASTLE		6027072800	PEI WEI ASIAN DINER LLC	03/31/2020	10/25/2005	Maricopa	012	Restaurant	CASTLE	PATRICK
12076311	Active	UNCLE SAM'S	18913 N 83RD Avenue	PEORIA	Arizona	85382	BRET FRIMMEL		6233623900	PISHKA INC	03/31/2020	10/03/2005	Maricopa	012	Restaurant	FRIMMEL	BRET
12076315	Expired	SHANGHAI GRILL	9044 W UNION HILL Drive #101	PEORIA	Arizona	85382	CHAY DIEP		6238253388	SHANGHAI GRILL INC	03/31/2019	10/25/2005	Maricopa	012	Restaurant	DIEP	CHAY
12076327	Active	SKEPTICAL CHYMIST	15688 N PIMA Road STE C 5&6	SCOTTSDALE	Arizona	85260	STEVEN LLOYD HOFFMAN		4806098677	T W STEVES LLC	03/31/2020	02/10/2006	Maricopa	012	Restaurant	CRAIG	JAMES
12076330	Active	ZIPPS SPORTS GRILL	211 E WARNER Road	GILBERT	Arizona	85296	HARRY GOLDMAN		4803441055	GOLDMAN GROUP VI LLC	03/31/2020	03/15/2006	Maricopa	012	Restaurant	GOLDMAN	HARRY
12076347	Active	PALERMOS PIZZA	1500 S WATSON Road STE 106	BUCKEYE	Arizona	85326	RUDINA SEZAIRI		6024357625	DANIELA INC	03/31/2020	11/22/2005	Maricopa	012	Restaurant	SEZAIRI	RUDINA
12076348	Active	YARD HOUSE PHOENIX	21001 N TATUM Boulevard #48-1550	PHOENIX	Arizona	85050	ANDREA LEWKOWITZ		4805639273	YARD HOUSE USA INC	03/31/2020	09/21/2005	Maricopa	012	Restaurant	LEWKOWITZ	ANDREA
12076359	Active	ARIZONA BROADWAY THEATRE	7701 W PARADISE Lane	PEORIA	Arizona	85382	KIEL KLAPHAKE		6237768400	KLOS ENTERPRISES LLC	03/31/2020	03/23/2006	Maricopa	012	Restaurant	KLAPHAKE	KIEL
12076360	Active	DILLON'S ARROWHEAD	20585 N 59TH Avenue	GLENDALE	Arizona	85308	JAMES DILLON		6235668100	DILLON'S ARROWHEAD RESTAURANT LLC	03/31/2020	10/21/2005	Maricopa	012	Restaurant	DILLON	JAMES
12076384	Active	BARRO'S PIZZA	5115 N DYSART Road #242	LITCHFIELD PARK	Arizona	85340	MICHAEL JOHN BARRO		6235366622	MJB PIZZA INC	03/31/2020	01/13/2006	Maricopa	012	Restaurant	BARRO	MICHAEL
12076385	Active	SIMPLETON'S	2639 E BROADWAY Road #C-105	MESA	Arizona	85204	KIMBERLY GUETHLE		6028908800	MENU PROPERTIES LLC	03/31/2020	12/01/2005	Maricopa	012	Restaurant	GUETHLE	KIMBERLY
12076391	Active	GRAND DRAGON	4730 W OLIVE Avenue	GLENDALE	Arizona	85302	PEI TAN		6239399668	A AND JS ANGEL INC	03/31/2020	12/09/2005	Maricopa	012	Restaurant	TAN	PEI
12076394	Active	CHIPOTLE MEXICAN GRILL #734	16680 N 83 Avenue # 101	PEORIA	Arizona	85382	H J LEWKOWITZ		6234871907	CHIPOTLE MEXICAN GRILL INC	03/31/2020	12/08/2005	Maricopa	012	Restaurant	LEWKOWITZ	H
12076396	Active	CHIPOTLE MEXICAN GRILL #0742	2895 ALMA SCHOOL RD STE1	CHANDLER	Arizona	85248	H J LEWKOWITZ		4805560475	CHIPOTLE MEXICAN GRILL INC	03/31/2020	03/03/2006	Maricopa	012	Restaurant	LEWKOWITZ	H
12076414	Active	TIMES SQUARE ITALIAN RESTAURANT	2602 W DEER VALLEY Road	PHOENIX	Arizona	85027	PAULLETTE CANO		6235828872	JOPAC LLC	03/31/2020	12/28/2005	Maricopa	012	Restaurant	CANO	PAULLETTE
12076422	Active	PING'S CAFE	17115 E SHEA Boulevard #100	FOUNTAIN HILLS	Arizona	85268	XIANG MA		4808161827	GOLDEN PLATE INC	03/31/2020	01/13/2006	Maricopa	012	Restaurant	MA	XIANG
12076426	Active	ZUR KATE GERMAN RESTAURANT	4815 E MAIN Street SUITE 16	MESA	Arizona	85205	SCHLEMBACH	HORST	4808304244		03/31/2020	01/06/2006	Maricopa	012	Restaurant		
12076428	Inactive	CARLOS OBRIEN'S MEXICAN RESTAURANT	2501 W HAPPY VALLEY Road BLDG 14	PHOENIX	Arizona	85085	H LEWKOWITZ		6022745881	BRIAD RESTAURANT GROUP LLC	03/31/2018	12/02/2005	Maricopa	012	Restaurant	LEWKOWITZ	H
12076435	Active	LITTLE SAIGON RESTAURANT	7016 N 57 Avenue	GLENDALE	Arizona	85301	CAROLINE CAO		6239396136	CAO LE PARTNERSHIP	03/31/2020	01/13/2006	Maricopa	012	Restaurant	CAO	CAROLINE
12076437	Active	RUBIO'S FRESH MEXICAN GRILL #192	2320 E BASELINE Road	PHOENIX	Arizona	85042	NICHOLAS BOUTIN		6022688466	RUBIO'S RESTAURANTS INC	03/31/2020	12/28/2005	Maricopa	012	Restaurant	BOUTIN	NICHOLAS
12076452	Active	PETER PIPER PIZZA #1293	1805 E BASELINE Road	TEMPE	Arizona	85283	NICHOLAS CARL GUTTILLA		4803459700	PETER PIPER INC	03/31/2020	02/13/2006	Maricopa	012	Restaurant	GUTTILLA	NICHOLAS
12076453	Active	PETER PIPER PIZZA #1217	10006 N 91ST Avenue	PEORIA	Arizona	85345	NICHOLAS CARL GUTTILLA		6238780608	PETER PIPER INC	03/31/2020	02/13/2006	Maricopa	012	Restaurant	GUTTILLA	NICHOLAS
12076457	Active	EL RANCHERO THE WRANGLER MEXICAN RESTAURANT & SEAFOOD	683 W WICKENBURG Way	WICKENBURG	Arizona	85390	THERESA MORSE		9286845121	EL RANCHERO THE WRANGLER RESTAURANT & CATERING LLC	03/31/2020	01/26/2006	Maricopa	012	Restaurant	MORSE	THERESA
12076459	Active	GINGER CHINA BISTRO	5940 WEST UNION HILLS #190	GLENDALE	Arizona	85308	JIM TSE		6239308899	GINGER CHINA BISTRO LLC	03/31/2020	04/25/2006	Maricopa	012	Restaurant	TSE	JIM
12076460	Active	YARD HOUSE SCOTTSDALE	7014 E CAMELBACK Road #612	SCOTTSDALE	Arizona	85251	ANDREA LEWKOWITZ		4806759273	YARD HOUSE USA INC	03/31/2020	01/20/2006	Maricopa	012	Restaurant	LEWKOWITZ	ANDREA
12076466	Active	EL ENCANTO DOS RESTAURANT & CANTINA	1112 E CAREFREE Highway	PHOENIX	Arizona	85086	CHRISTINE NELSON		6237805948	WCN EL ENCANTO DOS LLC	03/31/2020	02/01/2006	Maricopa	012	Restaurant	NELSON	CHRISTINE
12076473	Active	NEE HOUSE CHINESE RESTAURANT	13843 N TATUM Boulevard #15	PHOENIX	Arizona	85032	VINCENT WONG		6029923338	NEE HOUSE CHINESE RESTAURANT INC	03/31/2020	12/29/2005	Maricopa	012	Restaurant	WONG	VINCENT
12076481	Active	BJ'S RESTAURANT & BREWERY	21001 N TATUM BLVD PAD N #92	PHOENIX	Arizona	85050	ALEXANDER PUCHNER		4805380555	BJ'S RESTAURANT INC	03/31/2020	02/28/2006	Maricopa	012	Restaurant	HIRSCHI	APRIL
12076487	Active	VIG RESTAURANT & BAR	4041 N 40TH Street	PHOENIX	Arizona	85018	JAMES RILEY		6025537227	SOLA BARS LLC	03/31/2020	11/09/2006	Maricopa	012	Restaurant	RILEY	JAMES
12076509	Active	CHILIS GRILL & BAR #1153	13765 W BELL Road	SURPRISE	Arizona	85374	JOHN DEAN CURTIS II		6022775575	BRINKER RESTAURANT CORP	03/31/2020	03/07/2006	Maricopa	012	Restaurant	CURTIS II	JOHN
12076516	Active	SAUCE PIZZA & WINE	7135 E CAMELBACK Road #160	SCOTTSDALE	Arizona	85251	SCOTT KILPATRICK		4803218844	SAUCE (SCOTTSDALE-WF) LLC	03/31/2020	04/14/2006	Maricopa	012	Restaurant	KILPATRICK	SCOTT
12076522	Active	RAY'S PIZZA	3414 W UNION HILLS Drive #5	PHOENIX	Arizona	85027-4899	KHEVAIRE NESIMI		6235811640	NESIMI PIZZA INC	03/31/2020	04/04/2006	Maricopa	012	Restaurant	NESIMI	KHEVAIRE
12076524	Active	CROOKED PUTTER RESTAURANT	14260 W MEEKER Boulevard	SUN CITY WEST	Arizona	85375	JEFFREY SMITH		6235446090	JGSS LLC	03/31/2020	04/04/2006	Maricopa	012	Restaurant	SMITH	JEFFREY
12076530	Active	NEW AUTUMN COURT CHINESE RESTAURANT	3752 EAST INDIAN SCHOOL Road	PHOENIX	Arizona	85018	RAYMOND TANG		6022340512	JJJRT INC	03/31/2020	04/11/2006	Maricopa	012	Restaurant	TANG	RAYMOND
12076539	Cancelled	J CHEN RESTAURANT	29850 N TATUM Boulevard #107	CAVE CREEK	Arizona	85331	ANH TRAN		4805028887	YUMMY FOOD INC	04/19/2018	06/27/2006	Maricopa	012	Restaurant	TRAN	ANH
12076546	Active	EL CHARRITO MEXICAN CUISINE	5410 W GLENDALE Avenue	GLENDALE	Arizona	85301	RAQUEL RUBIO		6238474139	EL CHARRITO MEXICAN COUSINE LLC	03/31/2020	04/25/2006	Maricopa	012	Restaurant	RUBIO	RAQUEL
12076554	Active	PIZZA HEAVEN	5150 N 7TH Street	PHOENIX	Arizona	85014	PATRICIA HASBUN		6022778800	HEAVENLY CORPORATION	03/31/2020	04/05/2006	Maricopa	012	Restaurant	HASBUN	PATRICIA
12076555	Active	LITTLE ITALY PIZZA & RESTAURANT	502 E PIMA	GILA BEND	Arizona	85337	ANTONINO BUCCELLATO		9286832221	LITTLE ITALY PIZZA & ITALIAN RESTAURANT LLC	03/31/2020	05/02/2006	Maricopa	012	Restaurant	BUCCELLATO	ANTONINO
12076568	Active	PEI WEI FRESH KITCHEN	1619 N DYSART Road #101	AVONDALE	Arizona	85323	PATRICK CASTLE		6235359830	PEI WEI ASIAN DINER LLC	03/31/2020	08/25/2006	Maricopa	012	Restaurant	CASTLE	PATRICK
12076572	Cancelled	JOYFUL CHINESE DINING	9699 N HAYDEN Road #102	SCOTTSDALE	Arizona	85258	SIEU CHAU		4809988188	LYCHEE INN INC	03/31/2018	05/16/2006	Maricopa	012	Restaurant	CHAU	SIEU
12076577	Active	PETER PIPER PIZZA #1289	245 E BELL Road #55	PHOENIX	Arizona	85022	NICHOLAS CARL GUTTILLA		6028630977	PETER PIPER INC	03/31/2020	06/05/2006	Maricopa	012	Restaurant	GUTTILLA	NICHOLAS
12076585	Active	KABUKI SUSHI & GRILL	8378 W THUNDERBIRD AVE ST B107	PEORIA	Arizona	85381	DAVID SHIN		6234866603	KABUKI SUSHI & GRILL LLC	03/31/2020	08/29/2006	Maricopa	012	Restaurant	SHIN	DAVID
12076651	Active	TAP & BOWL	4400 N SCOTTSDALE Road #12	SCOTTSDALE	Arizona	85251	RICHARD SHIVERS		4802222582	SIZZLE SCOTTSDALE LLC	03/31/2020	08/11/2006	Maricopa	012	Restaurant	SHIVERS	RICHARD
12076656	Active	YASU SUSHI BISTRO	4316 E CACTUS RD B4	PHOENIX	Arizona	85032	YASUNORI HASHINO		6027879181	OYAJI LLC	03/31/2020	08/21/2006	Maricopa	012	Restaurant	HASHINO	YASUNORI
12076661	Active	STOCKYARDS RESTAURANT	5009 E WASHINGTON Street	PHOENIX	Arizona	85034	RANDY NATIONS		6022737378	YARDS LLC	03/31/2020	08/07/2006	Maricopa	012	Restaurant	NATIONS	RANDY
12076672	Active	GALLAGHER'S FOOD & FUN	34406 N BLACK MOUNTAIN PARKWAY Parkway	CAVE CREEK	Arizona	85331	ANDREA LEWKOWITZ		6022745057	GALLAGHER'S INC	03/31/2020	03/01/2007	Maricopa	012	Restaurant	LEWKOWITZ	ANDREA
12076675	Active	YARD HOUSE GLENDALE	9401 W WESTGATE Boulevard	GLENDALE	Arizona	85303	ANDREA LEWKOWITZ		6238723900	YARD HOUSE USA INC	03/31/2020	09/15/2006	Maricopa	012	Restaurant	LEWKOWITZ	ANDREA
12076675	Not Approved	YARD HOUSE GLENDALE	9401 W WESTGATE Boulevard	GLENDALE	Arizona	85303	ANDREA LEWKOWITZ		6238723900	YARD HOUSE GLENDALE LLC	03/31/2019	09/15/2006	Maricopa	012	Restaurant	LEWKOWITZ	ANDREA
12076683	Active	OLIVE & IVY	7135 E CAMELBACK Road #195	SCOTTSDALE	Arizona	85251	RANDY NATIONS		4807512200	WATERFRONT MARKET LLC	03/31/2020	09/05/2006	Maricopa	012	Restaurant	NATIONS	RANDY
12076685	Active	CHILI'S GRILL & BAR #1282	1025 N DOBSON Road	MESA	Arizona	85201	JOHN DEAN CURTIS II		4809690515	BRINKER RESTAURANT CORP	03/31/2020	09/28/2006	Maricopa	012	Restaurant	CURTIS II	JOHN
12076688	Active	BLUE AGAVE MEXICAN CANTINA	7000 E MAYO Boulevard # 1056	PHOENIX	Arizona	85054	BRIAN JOHNSON		4804196375	JOHNSON RESTAURANT GROUP LLC	03/31/2020	09/01/2006	Maricopa	012	Restaurant	JOHNSON	BRIAN
12076703	Active	CHILI'S GRILL & BAR #1243	1951 S SIGNAL BUTTE Road	MESA	Arizona	85209	JOHN DEAN CURTIS II		4803807264	BRINKER RESTAURANT CORP	03/31/2020	09/28/2006	Maricopa	012	Restaurant	CURTIS II	JOHN
12076712	Active	HIRO-SUSHI	9393 N 90TH Street #116	SCOTTSDALE	Arizona	85258	HIROFUMI NAKANO		4803144215	HIRO-SUSHI INC	03/31/2020	09/25/2006	Maricopa	012	Restaurant	NAKANO	HIROFUMI
12076713	Active	ORIENT SUSHI & GRILL	1455 W ELLIOT Road STE 105	GILBERT	Arizona	85233	WEN LI		4806331174	SUNRISE CAFE LLC	03/31/2020	10/04/2006	Maricopa	012	Restaurant	LI	WEN
12076714	Expired	FRESH BARBEQUE INNOVATIONS	15111 N HAYDEN Road STE 170 & 180	SCOTTSDALE	Arizona	85260	THERESA MORSE		4804274207	ACGS CORPORATION	03/31/2018	09/27/2006	Maricopa	012	Restaurant	MORSE	THERESA
12076735	Active	SEAFOOD MARKET & RESTAURANT	3406 E BASELINE Road	MESA	Arizona	85204	PABLO REYNOSO		4806331580	SEAFOOD MARKET & RESTAURANT INC	03/31/2020	09/25/2006	Maricopa	012	Restaurant	REYNOSO SR.	PABLO
12076737	Active	TEXAS ROADHOUSE	3961 S GILBERT Road	GILBERT	Arizona	85296	LAUREN MERRETT		4809178478	TEXAS ROADHOUSE HOLDINGS LLC	03/31/2020	10/27/2006	Maricopa	012	Restaurant	MERRETT	LAUREN
12076741	Cancelled	RUBY TUESDAY	2571 S MARKET Street	GILBERT	Arizona	85296	HJ LEWKOWITZ		4808211629	RT SOUTHWEST FRANCHISE LLC	03/31/2019	10/19/2006	Maricopa	012	Restaurant	LEWKOWITZ	H
12076761	Active	CHIPOTLE MEXICAN GRILL #0744	2000 E RIO SALADO Parkway #C6	TEMPE	Arizona	85281	H J LEWKOWITZ		4808290600	CHIPOTLE MEXICAN GRILL INC	03/31/2020	11/09/2006	Maricopa	012	Restaurant	LEWKOWITZ	H
12076762	Cancelled	CHIPOTLE MEXICAN GRILL #0906	6602 E SUPERSTITION SPRINGS Boulevard	MESA	Arizona	85206	H J LEWKOWITZ		4806543400	CHIPOTLE MEXICAN GRILL INC	03/31/2018	11/09/2006	Maricopa	012	Restaurant	LEWKOWITZ	H
12076763	Active	CHIPOTLE MEXICAN GRILL #0861	9925 W MCDOWELL Road	AVONDALE	Arizona	85323	H J LEWKOWITZ		6239071122	CHIPOTLE MEXICAN GRILL INC	03/31/2020	11/21/2006	Maricopa	012	Restaurant	LEWKOWITZ	H
12076764	Active	CHIPOTLE MEXICAN GRILL #0898	13869 W BELL Road SUITE 107	SURPRISE	Arizona	85374	H J LEWKOWITZ		6235442363	CHIPOTLE MEXICAN GRILL INC	03/31/2020	12/15/2006	Maricopa	012	Restaurant	LEWKOWITZ	H
12076771	Active	I&J FOUNTAIN RESTAURANT	12221 W BELL Road	SURPRISE	Arizona	85378	JOSE MUNOZ MORENO		6235831222	I&J FOUNTAIN RESTAURANT LLC	03/31/2020	11/13/2006	Maricopa	012	Restaurant	MUNOZ MORENO	JOSE
12076775	Active	CHODANG TOFU RESTAURANT	501 N ARIZONA Avenue	CHANDLER	Arizona	85225	SEONG CHANG		4808557712	SK FOODS INC	03/31/2020	11/01/2006	Maricopa	012	Restaurant	CHANG	SEONG
12076776	Active	BALLPARK PIZZA & SUBS	7615 W THUNDERBIRD Road #101	PEORIA	Arizona	85381	AARON FRANKLIN		6235374190	FOR THE DOUGH LLC	03/31/2020	10/06/2006	Maricopa	012	Restaurant	FRANKLIN	AARON
12076777	Active	TOKYO LOBBY SUSHI & GRILL	5795 W BELL Road #110	GLENDALE	Arizona	85308	KELVIN KIM		6029424165	TOKYO LOBBY LLC	03/31/2020	05/15/2007	Maricopa	012	Restaurant	KIM	KELVIN
12076781	Active	RIO MIRAGE CAFE	13863 W BELL Road	SURPRISE	Arizona	85379	RACHEL GOMEZ		6232146709	RIO MIRAGE CAFE CORPORATION	03/31/2020	07/25/2007	Maricopa	012	Restaurant	GOMEZ	RACHEL
12076782	Active	GILBERT PIZZA	1150 S GILBERT Road #106	GILBERT	Arizona	85296	SETTIMIO CUFFARO		4806332226	5C RESTAURANTS LLC	03/31/2020	11/28/2006	Maricopa	012	Restaurant	CUFFARO	SETTIMIO
12076785	Active	CHINA CHILI	302 E FLOWER Street	PHOENIX	Arizona	85012	WEI CHEN		6022664463	CHEN'S FAMILY CHINA CHILI INC	03/31/2020	11/24/2006	Maricopa	012	Restaurant	CHEN	WEI
12076788	Cancelled	SOURDOUGH PIZZA RESTAURANT	7440 E MAIN Street #1	MESA	Arizona	85207	DAVID KORMANIK		4809856658	FIVE K'S INC	03/31/2019	11/24/2006	Maricopa	012	Restaurant	KORMANIK	DAVID
12076789	Active	MANUELS MEXICAN FOOD RESTAURANT	13319 W MCDOWELL Road	GOODYEAR	Arizona	85338	JOHN SALAZAR		6234353793	JPG ENTERPRISES LLC	03/31/2020	01/11/2007	Maricopa	012	Restaurant	SALAZAR	JOHN
12076793	Active	AUNT CHILADA'S	2021 W BASELINE Road	TEMPE	Arizona	85283	H LEWKOWITZ		6024316495	ARIZONA GRAND RESORT LLC	03/31/2020	11/22/2006	Maricopa	012	Restaurant	LEWKOWITZ	H
12076795	Active	PETER PIPER PIZZA #1239	764 S WATSON Road #103	BUCKEYE	Arizona	85326	NICHOLAS CARL GUTTILLA		6233271908	PETER PIPER INC	03/31/2020	12/26/2006	Maricopa	012	Restaurant	GUTTILLA	NICHOLAS
12076806	Active	GORDON BIERSCH BREWERY RESTAURANT	6915 N 95TH Avenue	GLENDALE	Arizona	85305	LARRY BENTLEY		6238774300	GB ACQUISITION INC	03/31/2020	10/26/2006	Maricopa	012	Restaurant	LEWKOWITZ	ANDREA
12076815	Active	NATIVE GRILL & WINGS	318 E BROWN Road #112	MESA	Arizona	85201	AMY NATIONS		4804644383	HOT TOYS LLC	03/31/2020	12/15/2006	Maricopa	012	Restaurant	NATIONS	AMY
12076821	Active	VIEWPOINT RESTAURANT	8700 E UNIVERSITY Drive	MESA	Arizona	85207	RANDY NATIONS		4803738700	SHERWOOD FOREST LICENSING CORP	03/31/2020	12/15/2006	Maricopa	012	Restaurant	NATIONS	RANDY
12076825	Active	DOMINIC'S BISTRO ITALIAN	10001 W BELL Road #153	SUN CITY	Arizona	85351	OCCHIATO	DEBORAH	6235838565		03/31/2020	07/09/2007	Maricopa	012	Restaurant		
12076826	Inactive	RADIO MILANO	3950 E CAMPBELL Avenue	PHOENIX	Arizona	85018	ADAM STRECKER		6027695543	RADIO MILANO LLC	03/31/2018	05/03/2007	Maricopa	012	Restaurant	STRECKER	ADAM
12076832	Active	PARS PERSIAN CUISINE	11144 N FRANK LLOYD WRIGHT Boulevard #E-9	SCOTTSDALE	Arizona	85259	MASOUD EGHBALYAN		4805513222	PARS PERSIAN CUISINE LLC	03/31/2020	01/02/2007	Maricopa	012	Restaurant	EGHBALYAN	MASOUD
12076838	Active	GREAT WALL CHINESE RESTAURANT	2473 S HIGLEY Road #106	GILBERT	Arizona	85297	HOW YEE YUNG		4809887198	GREAT WALL CHINESE RESTAURANT LLC	03/31/2020	01/18/2007	Maricopa	012	Restaurant	YUNG	HOW YEE
12076843	Active	PORTOFINO WEST RISTORANTE	12851 W BELL Road #15	SURPRISE	Arizona	85374	SAMIR FICO		6235831931	DOLCE PRIMAVERA INC	03/31/2020	04/09/2007	Maricopa	012	Restaurant	FICO	SAMIR
12076855	Expired	WICKENBURG COUNTRY CLUB	1420 N COUNTRY CLUB Drive	WICKENBURG	Arizona	85390	RANDY NATIONS		9286842011	WICKENBURG COUNTRY CLUB GOLF LC	03/31/2018	12/06/2006	Maricopa	012	Restaurant	NATIONS	RANDY
12076859	Active	ROYAL CAFE	10793 W GRAND Avenue	SUN CITY	Arizona	85351	SCHOENKE	THOMAS	6238750676		03/31/2020	02/12/2007	Maricopa	012	Restaurant		
12076867	Active	MARISCOS ALTATA	5828 W INDIAN SCHOOL Road	PHOENIX	Arizona	85031	H LEWKOWITZ		6232470731	FRANCISCO'S FINE FOODS LLC	03/31/2020	02/02/2007	Maricopa	012	Restaurant	LEWKOWITZ	H
12076874	Active	SUSHI CREEK	21805 S ELLSWORTH Road #103B	QUEEN CREEK	Arizona	85242	PAUL OSTERMAN		4806774333	SUSHI CREEK INC	03/31/2020	02/15/2007	Maricopa	012	Restaurant	OSTERMAN	PAUL
12076879	Active	CHIPOTLE MEXICAN GRILL #0916	9940 W HAPPY VALLEY Road #100	PEORIA	Arizona	85383	H J LEWKOWITZ		6233621252	CHIPOTLE MEXICAN GRILL INC	03/31/2020	05/25/2007	Maricopa	012	Restaurant	LEWKOWITZ	H
12076881	Cancelled	SUSHI FIX	6645 W BELL Road #103	GLENDALE	Arizona	85308	JOSEPH KIM		6238783374	SUSHI TOWN INC	03/31/2019	02/13/2007	Maricopa	012	Restaurant	KIM	JOSEPH
12076886	Active	CHIPOTLE MEXICAN GRILL #0923	944 S WATSON Road #100	BUCKEYE	Arizona	85326	H J LEWKOWITZ		6235360025	CHIPOTLE MEXICAN GRILL INC	03/31/2020	05/25/2007	Maricopa	012	Restaurant	LEWKOWITZ	H
12076887	Active	MIDO SUSHI	5965 W RAY Road STE 18	CHANDLER	Arizona	85226	BO KIM		4807536622	MIDO SUSHI INC	03/31/2020	02/15/2007	Maricopa	012	Restaurant	KIM	BO
12076915	Active	FUEGO BISTRO	713 E PALO VERDE STE D & E	PHOENIX	Arizona	85014	JEFFREY WARD		6022771151	JLW FOODS LLC	03/31/2020	03/08/2007	Maricopa	012	Restaurant	WARD	JEFFREY
12076917	Active	FRIENDSHIP VILLAGE OF TEMPE	2645 E SOUTHERN Avenue	TEMPE	Arizona	85282	COLE MARVIN		4808310880	TEMPE LIFE CARE VILLAGE INC	03/31/2020	02/27/2007	Maricopa	012	Restaurant	MARVIN	COLE
