to_committee	to_cand_id	item_prim_gen	item_trans_code	item_trans_type	item_entity_type	from_name	from_affiliation	to_name	item_date	item_amount_orig	item_memo	item_memo_text	item_image_id
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-12	25	X		201610119032239138
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-12	2700	X		201610119032239139
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-12	25	X		201610119032239139
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-12	15	X		201610119032239139
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-12	25	X		201610119032239140
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	50	X		201610119032239140
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	15	X		201610119032239140
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	25	X		201610119032239141
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-17	1000	X		201610119032239170
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-17	25	X		201610119032239169
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-17	30	X		201610119032239169
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-17	25	X		201610119032239169
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-18	10	X		201610119032239170
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-18	10	X		201610119032239170
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-19	5	X		201610119032239171
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-19	50	X		201610119032239171
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-19	25	X		201610119032239171
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-30	5575			201610119032239172
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-21	2700	X		201610119032239172
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-21	2700	X		201610119032239172
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-21	50	X		201610119032239173
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-16	7160			201610119032239127
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-23	10	X		201610119032239174
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-21	20	X		201610119032239173
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-22	10	X		201610119032239173
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-22	25	X		201610119032239174
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-24	10	X		201610119032239174
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-24	50	X		201610119032239175
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-09	50	X		201610119032239131
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-09	100	X		201610119032239130
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-09	1000	X		201610119032239130
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-09	50	X		201610119032239131
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-09	100	X		201610119032239131
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-09	100	X		201610119032239132
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-09	5	X		201610119032239132
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-09	50	X		201610119032239132
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-09	50	X		201610119032239133
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-09	25	X		201610119032239133
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-09	25	X		201610119032239133
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-09	500	X		201610119032239134
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-31	4030			201610119032239175
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-09	15	X		201610119032239135
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-09	35	X		201610119032239134
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-09	25	X		201610119032239134
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-09	100	X		201610119032239135
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-09	50	X		201610119032239135
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-10	25	X		201610119032239136
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-10	50	X		201610119032239136
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-10	25	X		201610119032239136
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	25	X		201610119032239147
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	50	X		201610119032239147
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	15	X		201610119032239147
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	100	X		201610119032239148
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	50	X		201610119032239141
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	35	X		201610119032239141
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	10	X		201610119032239142
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	35	X		201610119032239142
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-14	50	X		201610119032239154
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-14	5	X		201610119032239155
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-14	20	X		201610119032239155
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-14	50	X		201610119032239155
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-14	50	X		201610119032239156
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-14	50	X		201610119032239156
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-14	35	X		201610119032239156
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-14	25	X		201610119032239157
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-14	25	X		201610119032239157
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-15	25	X		201610119032239157
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-15	25	X		201610119032239158
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-16	25	X		201610119032239161
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-16	50	X		201610119032239162
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-16	10	X		201610119032239163
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-16	25	X		201610119032239162
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-16	15	X		201610119032239162
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-16	5	X		201610119032239163
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-16	20	X		201610119032239163
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-16	10	X		201610119032239164
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-16	250	X		201610119032239164
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-16	10	X		201610119032239164
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-21	20	X		201610119032239033
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-15	5400	X		201610119032239158
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-15	5400	X		201610119032239158
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-15	25	X		201610119032239159
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-15	10	X		201610119032239159
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-15	50	X		201610119032239159
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-15	50	X		201610119032239160
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-15	10	X		201610119032239160
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-16	50	X		201610119032239160
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-16	100	X		201610119032239161
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-16	100	X		201610119032239161
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-14	25	X		201610119032239154
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	15	X		201610119032239150
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	25	X		201610119032239150
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-09	2892			201610119032239011
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	100	X		201610119032239150
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	100	X		201610119032239151
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	50	X		201610119032239151
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	35	X		201610119032239151
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	50	X		201610119032239152
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	15	X		201610119032239152
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-13	15	X		201610119032239152
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-22	15365			201610119032239153
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-14	500	X		201610119032239153
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-14	500	X		201610119032239153
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	PAUL GOSAR FOR CONGRESS	2016-08-14	50	X		201610119032239154
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-15	10	X		201610119032239021
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-02	40	X		201610119032239011
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-04	150	X		201610119032239011
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-05	2	X		201610119032239012
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-05	2700	X		201610119032239012
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-16	6553			201610119032239012
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-09	50	X		201610119032239013
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-09	10	X		201610119032239013
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-09	15	X		201610119032239013
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-09	100	X		201610119032239014
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-09	3	X		201610119032239014
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-09	2000	X		201610119032239014
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-13	15	X		201610119032239018
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-22	3055			201610119032239019
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-14	500	X		201610119032239019
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-14	10	X		201610119032239019
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-14	15	X		201610119032239020
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-14	50	X		201610119032239020
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-14	50	X		201610119032239020
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-16	100	X		201610119032239022
C00610451	H6AZ05083	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HOUSE FREEDOM FUND	JORDAN	BIGGS FOR CONGRESS	2016-08-16	50	X		201610119032239021
