original order	Original	PACEIndicator	Report date	County	Enrollment	orig total
5385	PACE CNY	PACE plan	NOVEMBER 1, 2008	ONONDAGA	308.0	308.0
5390	AMERIGROUP	Partial capitation	NOVEMBER 1, 2008	NEW YORK	380.0	380.0
5392	CCM SELECT	Partial capitation	NOVEMBER 1, 2008	NEW YORK	988.0	1004.0
5393	CCM SELECT	Partial capitation	NOVEMBER 1, 2008	WESTCHESTER	16.0	1004.0
5395	ELANT	Partial capitation	NOVEMBER 1, 2008	ORANGE	103.0	138.0
5396	ELANT	Partial capitation	NOVEMBER 1, 2008	ROCKLAND	35.0	138.0
5398	GUILDNET	Partial capitation	NOVEMBER 1, 2008	NASSAU	514.0	6555.0
5399	GUILDNET	Partial capitation	NOVEMBER 1, 2008	NEW YORK	5836.0	6555.0
5400	GUILDNET	Partial capitation	NOVEMBER 1, 2008	SUFFOLK	205.0	6555.0
5402	HHH CHOICES	Partial capitation	NOVEMBER 1, 2008	NEW YORK	685.0	685.0
5404	HOMEFIRST	Partial capitation	NOVEMBER 1, 2008	NEW YORK	2889.0	2889.0
5406	INDEPENDENCE CARE SYSTEMS	Partial capitation	NOVEMBER 1, 2008	NEW YORK	1332.0	1332.0
5408	PARTNERS IN COMMUNITY CARE	Partial capitation	NOVEMBER 1, 2008	ORANGE	150.0	236.0
5409	PARTNERS IN COMMUNITY CARE	Partial capitation	NOVEMBER 1, 2008	ROCKLAND	86.0	236.0
5411	SENIOR HEALTH PARTNERS INC	Partial capitation	NOVEMBER 1, 2008	NEW YORK	1281.0	1281.0
5413	SENIOR NETWORK HEALTH	Partial capitation	NOVEMBER 1, 2008	HERKIMER	37.0	358.0
5414	SENIOR NETWORK HEALTH	Partial capitation	NOVEMBER 1, 2008	ONEIDA	321.0	358.0
5416	TOTAL AGING IN PLACE PROGRAM	Partial capitation	NOVEMBER 1, 2008	ERIE	138.0	138.0
5418	VNS CHOICE	Partial capitation	NOVEMBER 1, 2008	NEW YORK	6678.0	6678.0
5420	WELLCARE	Partial capitation	NOVEMBER 1, 2008	NEW YORK	142.0	142.0
5434	ARCHCARE SENIOR LIFE	PACE plan	NOVEMBER 1, 2010	NEW YORK	104.0	104.0
5436	CHS BUFFALO LIFE	PACE plan	NOVEMBER 1, 2010	ERIE	41.0	41.0
5438	COMPREHENSIVE CARE MGMT 	PACE plan	NOVEMBER 1, 2010	NASSAU	8.0	2521.0
5439	COMPREHENSIVE CARE MGMT 	PACE plan	NOVEMBER 1, 2010	NEW YORK	2286.0	2521.0
5440	COMPREHENSIVE CARE MGMT 	PACE plan	NOVEMBER 1, 2010	SUFFOLK	62.0	2521.0
5441	COMPREHENSIVE CARE MGMT 	PACE plan	NOVEMBER 1, 2010	WESTCHESTER	165.0	2521.0
5443	EDDY SENIOR CARE	PACE plan	NOVEMBER 1, 2010	ALBANY	3.0	107.0
5444	EDDY SENIOR CARE	PACE plan	NOVEMBER 1, 2010	SCHENECTADY	104.0	107.0
5446	INDEPENDENT LIVING FOR SENIORS	PACE plan	NOVEMBER 1, 2010	MONROE	266.0	266.0
5448	PACE CNY	PACE plan	NOVEMBER 1, 2010	CHAUTAUQUA	1.0	390.0
5449	PACE CNY	PACE plan	NOVEMBER 1, 2010	ONONDAGA	388.0	390.0
5450	PACE CNY	PACE plan	NOVEMBER 1, 2010	OSWEGO	1.0	390.0
5452	TOTAL SENIOR CARE	PACE plan	NOVEMBER 1, 2010	ALLEGANY	2.0	51.0
5453	TOTAL SENIOR CARE	PACE plan	NOVEMBER 1, 2010	CATTARAUGUS	49.0	51.0
5458	AMERIGROUP	Partial capitation	NOVEMBER 1, 2010	NEW YORK	864.0	864.0
5460	CCM SELECT	Partial capitation	NOVEMBER 1, 2010	NEW YORK	1782.0	1812.0
5461	CCM SELECT	Partial capitation	NOVEMBER 1, 2010	WESTCHESTER	30.0	1812.0
5463	ELANT	Partial capitation	NOVEMBER 1, 2010	ORANGE	112.0	147.0
5464	ELANT	Partial capitation	NOVEMBER 1, 2010	ROCKLAND	35.0	147.0
5466	ELDERSERVE	Partial capitation	NOVEMBER 1, 2010	NASSAU	4.0	133.0
5467	ELDERSERVE	Partial capitation	NOVEMBER 1, 2010	NEW YORK	129.0	133.0
5469	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2010	ORANGE	196.0	373.0
5470	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2010	ROCKLAND	177.0	373.0
5472	GUILDNET	Partial capitation	NOVEMBER 1, 2010	NASSAU	476.0	6282.0
5473	GUILDNET	Partial capitation	NOVEMBER 1, 2010	NEW YORK	5440.0	6282.0
5474	GUILDNET	Partial capitation	NOVEMBER 1, 2010	SUFFOLK	366.0	6282.0
5476	HHH CHOICES	Partial capitation	NOVEMBER 1, 2010	NEW YORK	911.0	911.0
5478	HOMEFIRST	Partial capitation	NOVEMBER 1, 2010	NEW YORK	3575.0	3575.0
5480	INDEPENDENCE CARE SYSTEMS	Partial capitation	NOVEMBER 1, 2010	NEW YORK	1598.0	1598.0
5482	SENIOR HEALTH PARTNERS INC	Partial capitation	NOVEMBER 1, 2010	NEW YORK	2450.0	2450.0
5484	SENIOR NETWORK HEALTH	Partial capitation	NOVEMBER 1, 2010	HERKIMER	53.0	403.0
5485	SENIOR NETWORK HEALTH	Partial capitation	NOVEMBER 1, 2010	ONEIDA	350.0	403.0
5487	TOTAL AGING IN PLACE PROGRAM	Partial capitation	NOVEMBER 1, 2010	ERIE	141.0	141.0
5489	VNS CHOICE	Partial capitation	NOVEMBER 1, 2010	NEW YORK	8615.0	8615.0
5491	WELLCARE	Partial capitation	NOVEMBER 1, 2010	NEW YORK	1130.0	1130.0
5506	ARCHCARE SENIOR LIFE	PACE plan	NOVEMBER 1, 2011	NEW YORK	192.0	192.0
5508	CHS BUFFALO LIFE	PACE plan	NOVEMBER 1, 2011	ERIE	61.0	61.0
5510	COMPLETE SENIOR CARE	PACE plan	NOVEMBER 1, 2011	NIAGARA	12.0	12.0
5512	COMPREHENSIVE CARE MGMT 	PACE plan	NOVEMBER 1, 2011	NASSAU	16.0	2776.0
5513	COMPREHENSIVE CARE MGMT 	PACE plan	NOVEMBER 1, 2011	NEW YORK	2543.0	2776.0
5514	COMPREHENSIVE CARE MGMT 	PACE plan	NOVEMBER 1, 2011	SUFFOLK	65.0	2776.0
5515	COMPREHENSIVE CARE MGMT 	PACE plan	NOVEMBER 1, 2011	WESTCHESTER	152.0	2776.0
5517	EDDY SENIOR CARE	PACE plan	NOVEMBER 1, 2011	ALBANY	4.0	117.0
5518	EDDY SENIOR CARE	PACE plan	NOVEMBER 1, 2011	SCHENECTADY	113.0	117.0
5520	INDEPENDENT LIVING FOR SENIORS	PACE plan	NOVEMBER 1, 2011	MONROE	282.0	282.0
5522	PACE CNY	PACE plan	NOVEMBER 1, 2011	CHAUTAUQUA	0.0	401.0
5523	PACE CNY	PACE plan	NOVEMBER 1, 2011	ONONDAGA	400.0	401.0
5524	PACE CNY	PACE plan	NOVEMBER 1, 2011	OSWEGO	1.0	401.0
5526	TOTAL SENIOR CARE	PACE plan	NOVEMBER 1, 2011	ALLEGANY	6.0	75.0
5527	TOTAL SENIOR CARE	PACE plan	NOVEMBER 1, 2011	CATTARAUGUS	69.0	75.0
5532	AMERIGROUP	Partial capitation	NOVEMBER 1, 2011	NEW YORK	1377.0	1377.0
5534	CCM SELECT	Partial capitation	NOVEMBER 1, 2011	NEW YORK	3125.0	3166.0
5535	CCM SELECT	Partial capitation	NOVEMBER 1, 2011	WESTCHESTER	41.0	3166.0
5537	ELANT	Partial capitation	NOVEMBER 1, 2011	ORANGE	123.0	175.0
5538	ELANT	Partial capitation	NOVEMBER 1, 2011	ROCKLAND	52.0	175.0
5540	ELDERPLAN	Partial capitation	NOVEMBER 1, 2011	NEW YORK	4570.0	4570.0
5542	ELDERSERVE	Partial capitation	NOVEMBER 1, 2011	NASSAU	21.0	2305.0
5543	ELDERSERVE	Partial capitation	NOVEMBER 1, 2011	NEW YORK	2234.0	2305.0
5544	ELDERSERVE	Partial capitation	NOVEMBER 1, 2011	SUFFOLK	15.0	2305.0
5545	ELDERSERVE	Partial capitation	NOVEMBER 1, 2011	WESTCHESTER	35.0	2305.0
5547	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2011	ORANGE	235.0	430.0
5548	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2011	ROCKLAND	195.0	430.0
5550	GUILDNET	Partial capitation	NOVEMBER 1, 2011	NASSAU	475.0	7018.0
5551	GUILDNET	Partial capitation	NOVEMBER 1, 2011	NEW YORK	6104.0	7018.0
5552	GUILDNET	Partial capitation	NOVEMBER 1, 2011	SUFFOLK	439.0	7018.0
5554	HHH CHOICES	Partial capitation	NOVEMBER 1, 2011	NEW YORK	1194.0	1194.0
5556	INDEPENDENCE CARE SYSTEMS	Partial capitation	NOVEMBER 1, 2011	NEW YORK	1891.0	1891.0
5558	SENIOR HEALTH PARTNERS INC	Partial capitation	NOVEMBER 1, 2011	NEW YORK	3200.0	3200.0
5560	SENIOR NETWORK HEALTH	Partial capitation	NOVEMBER 1, 2011	HERKIMER	47.0	377.0
5561	SENIOR NETWORK HEALTH	Partial capitation	NOVEMBER 1, 2011	ONEIDA	330.0	377.0
5563	TOTAL AGING IN PLACE PROGRAM	Partial capitation	NOVEMBER 1, 2011	ERIE	128.0	128.0
5565	VNS CHOICE	Partial capitation	NOVEMBER 1, 2011	NEW YORK	9587.0	9587.0
5567	WELLCARE	Partial capitation	NOVEMBER 1, 2011	NEW YORK	1750.0	1750.0
5584	ARCHCARE SENIOR LIFE	PACE plan	NOVEMBER 1, 2012	NEW YORK	222.0	222.0
5586	CHS BUFFALO LIFE	PACE plan	NOVEMBER 1, 2012	ERIE	106.0	106.0
5588	COMPLETE SENIOR CARE	PACE plan	NOVEMBER 1, 2012	NIAGARA	57.0	57.0
5590	COMPREHENSIVE CARE MGMT 	PACE plan	NOVEMBER 1, 2012	NASSAU	26.0	3126.0
5591	COMPREHENSIVE CARE MGMT 	PACE plan	NOVEMBER 1, 2012	NEW YORK	2863.0	3126.0
5592	COMPREHENSIVE CARE MGMT 	PACE plan	NOVEMBER 1, 2012	SUFFOLK	73.0	3126.0
5593	COMPREHENSIVE CARE MGMT 	PACE plan	NOVEMBER 1, 2012	WESTCHESTER	164.0	3126.0
5595	EDDY SENIOR CARE	PACE plan	NOVEMBER 1, 2012	ALBANY	3.0	126.0
5596	EDDY SENIOR CARE	PACE plan	NOVEMBER 1, 2012	SCHENECTADY	123.0	126.0
5598	INDEPENDENT LIVING FOR SENIORS	PACE plan	NOVEMBER 1, 2012	MONROE	373.0	373.0
5600	PACE CNY	PACE plan	NOVEMBER 1, 2012	ONONDAGA	421.0	422.0
5601	PACE CNY	PACE plan	NOVEMBER 1, 2012	OSWEGO	1.0	422.0
5603	TOTAL SENIOR CARE	PACE plan	NOVEMBER 1, 2012	ALLEGANY	6.0	88.0
5604	TOTAL SENIOR CARE	PACE plan	NOVEMBER 1, 2012	CATTARAUGUS	82.0	88.0
5609	AGEWELL NEW YORK	Partial capitation	NOVEMBER 1, 2012	NASSAU	1.0	2.0
5610	AGEWELL NEW YORK	Partial capitation	NOVEMBER 1, 2012	NEW YORK	1.0	2.0
5612	AMERIGROUP	Partial capitation	NOVEMBER 1, 2012	NEW YORK	1964.0	1964.0
5614	ARCHCARE COMMUNITY LIFE	Partial capitation	NOVEMBER 1, 2012	WESTCHESTER	30.0	30.0
5616	CCM SELECT	Partial capitation	NOVEMBER 1, 2012	NEW YORK	5771.0	5881.0
5617	CCM SELECT	Partial capitation	NOVEMBER 1, 2012	ROCKLAND	65.0	5881.0
5618	CCM SELECT	Partial capitation	NOVEMBER 1, 2012	WESTCHESTER	45.0	5881.0
5620	ELANT	Partial capitation	NOVEMBER 1, 2012	DUTCHESS	19.0	256.0
5621	ELANT	Partial capitation	NOVEMBER 1, 2012	ORANGE	133.0	256.0
5622	ELANT	Partial capitation	NOVEMBER 1, 2012	ROCKLAND	104.0	256.0
5624	ELDERPLAN	Partial capitation	NOVEMBER 1, 2012	MONROE	5.0	6465.0
5625	ELDERPLAN	Partial capitation	NOVEMBER 1, 2012	NASSAU	3.0	6465.0
5626	ELDERPLAN	Partial capitation	NOVEMBER 1, 2012	NEW YORK	6450.0	6465.0
5627	ELDERPLAN	Partial capitation	NOVEMBER 1, 2012	WESTCHESTER	7.0	6465.0
5629	ELDERSERVE	Partial capitation	NOVEMBER 1, 2012	NASSAU	34.0	6513.0
5630	ELDERSERVE	Partial capitation	NOVEMBER 1, 2012	NEW YORK	6374.0	6513.0
5631	ELDERSERVE	Partial capitation	NOVEMBER 1, 2012	SUFFOLK	15.0	6513.0
5632	ELDERSERVE	Partial capitation	NOVEMBER 1, 2012	WESTCHESTER	90.0	6513.0
5634	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2012	CAYUGA	1.0	1303.0
5635	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2012	CHAUTAUQUA	1.0	1303.0
5636	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2012	COLUMBIA	1.0	1303.0
5637	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2012	ERIE	1.0	1303.0
5638	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2012	HERKIMER	1.0	1303.0
5639	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2012	MONTGOMERY	2.0	1303.0
5640	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2012	NASSAU	1.0	1303.0
5641	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2012	NEW YORK	806.0	1303.0
5642	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2012	ONEIDA	5.0	1303.0
5643	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2012	ONONDAGA	3.0	1303.0
5644	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2012	ORANGE	243.0	1303.0
5645	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2012	OSWEGO	1.0	1303.0
5646	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2012	RENSSELAER	5.0	1303.0
5647	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2012	ROCKLAND	220.0	1303.0
5648	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2012	SCHENECTADY	4.0	1303.0
5649	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2012	SUFFOLK	4.0	1303.0
5650	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2012	SULLIVAN	1.0	1303.0
5651	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2012	WESTCHESTER	3.0	1303.0
5653	GUILDNET	Partial capitation	NOVEMBER 1, 2012	NASSAU	568.0	9337.0
5654	GUILDNET	Partial capitation	NOVEMBER 1, 2012	NEW YORK	8199.0	9337.0
5655	GUILDNET	Partial capitation	NOVEMBER 1, 2012	SUFFOLK	552.0	9337.0
5656	GUILDNET	Partial capitation	NOVEMBER 1, 2012	WESTCHESTER	18.0	9337.0
5658	HHH CHOICES	Partial capitation	NOVEMBER 1, 2012	NEW YORK	1616.0	1623.0
5659	HHH CHOICES	Partial capitation	NOVEMBER 1, 2012	WESTCHESTER	7.0	1623.0
5661	HIP OF GREATER NEW YORK	Partial capitation	NOVEMBER 1, 2012	NASSAU	2.0	305.0
5662	HIP OF GREATER NEW YORK	Partial capitation	NOVEMBER 1, 2012	NEW YORK	303.0	305.0
5664	INDEPENDENCE CARE SYSTEMS	Partial capitation	NOVEMBER 1, 2012	NEW YORK	3303.0	3303.0
5666	SENIOR HEALTH PARTNERS INC	Partial capitation	NOVEMBER 1, 2012	NASSAU	9.0	5475.0
5667	SENIOR HEALTH PARTNERS INC	Partial capitation	NOVEMBER 1, 2012	NEW YORK	5466.0	5475.0
5669	SENIOR NETWORK HEALTH	Partial capitation	NOVEMBER 1, 2012	HERKIMER	57.0	390.0
5670	SENIOR NETWORK HEALTH	Partial capitation	NOVEMBER 1, 2012	ONEIDA	333.0	390.0
5672	SENIOR WHOLE HEALTH	Partial capitation	NOVEMBER 1, 2012	NEW YORK	59.0	59.0
5674	TOTAL AGING IN PLACE PROGRAM	Partial capitation	NOVEMBER 1, 2012	ERIE	127.0	127.0
5676	VILLAGE CARE 	Partial capitation	NOVEMBER 1, 2012	NEW YORK	742.0	742.0
5678	VNS CHOICE	Partial capitation	NOVEMBER 1, 2012	DUTCHESS	3.0	14989.0
5679	VNS CHOICE	Partial capitation	NOVEMBER 1, 2012	NASSAU	157.0	14989.0
5680	VNS CHOICE	Partial capitation	NOVEMBER 1, 2012	NEW YORK	14648.0	14989.0
5681	VNS CHOICE	Partial capitation	NOVEMBER 1, 2012	SUFFOLK	29.0	14989.0
5682	VNS CHOICE	Partial capitation	NOVEMBER 1, 2012	WESTCHESTER	152.0	14989.0
5684	WELLCARE	Partial capitation	NOVEMBER 1, 2012	ERIE	10.0	3412.0
5685	WELLCARE	Partial capitation	NOVEMBER 1, 2012	NEW YORK	3400.0	3412.0
5686	WELLCARE	Partial capitation	NOVEMBER 1, 2012	ROCKLAND	1.0	3412.0
5687	WELLCARE	Partial capitation	NOVEMBER 1, 2012	ULSTER	1.0	3412.0
5704	ARCHCARE SENIOR LIFE	PACE plan	NOVEMBER 1, 2013	NEW YORK	302.0	302.0
5706	CHS BUFFALO LIFE	PACE plan	NOVEMBER 1, 2013	ERIE	149.0	149.0
5708	COMPLETE SENIOR CARE	PACE plan	NOVEMBER 1, 2013	NIAGARA	84.0	84.0
5710	COMPREHENSIVE CARE MGMT 	PACE plan	NOVEMBER 1, 2013	NASSAU	55.0	3547.0
5711	COMPREHENSIVE CARE MGMT 	PACE plan	NOVEMBER 1, 2013	NEW YORK	3191.0	3547.0
5712	COMPREHENSIVE CARE MGMT 	PACE plan	NOVEMBER 1, 2013	SUFFOLK	88.0	3547.0
5713	COMPREHENSIVE CARE MGMT 	PACE plan	NOVEMBER 1, 2013	WESTCHESTER	213.0	3547.0
5715	EDDY SENIOR CARE	PACE plan	NOVEMBER 1, 2013	ALBANY	4.0	144.0
5716	EDDY SENIOR CARE	PACE plan	NOVEMBER 1, 2013	SCHENECTADY	140.0	144.0
5718	INDEPENDENT LIVING FOR SENIORS	PACE plan	NOVEMBER 1, 2013	MONROE	461.0	461.0
5720	PACE CNY	PACE plan	NOVEMBER 1, 2013	ONONDAGA	440.0	440.0
5722	TOTAL SENIOR CARE	PACE plan	NOVEMBER 1, 2013	ALLEGANY	14.0	91.0
5723	TOTAL SENIOR CARE	PACE plan	NOVEMBER 1, 2013	CATTARAUGUS	77.0	91.0
5728	AETNA BETTER HEALTH	Partial capitation	NOVEMBER 1, 2013	NASSAU	209.0	1951.0
5729	AETNA BETTER HEALTH	Partial capitation	NOVEMBER 1, 2013	NEW YORK	1506.0	1951.0
5730	AETNA BETTER HEALTH	Partial capitation	NOVEMBER 1, 2013	SUFFOLK	236.0	1951.0
5732	AGEWELL NEW YORK	Partial capitation	NOVEMBER 1, 2013	NASSAU	311.0	2101.0
5733	AGEWELL NEW YORK	Partial capitation	NOVEMBER 1, 2013	NEW YORK	1592.0	2101.0
5734	AGEWELL NEW YORK	Partial capitation	NOVEMBER 1, 2013	SUFFOLK	96.0	2101.0
5735	AGEWELL NEW YORK	Partial capitation	NOVEMBER 1, 2013	WESTCHESTER	102.0	2101.0
5737	ALPHACARE	Partial capitation	NOVEMBER 1, 2013	NEW YORK	263.0	263.0
5739	AMERIGROUP	Partial capitation	NOVEMBER 1, 2013	NEW YORK	2893.0	2893.0
5741	ARCHCARE COMMUNITY LIFE	Partial capitation	NOVEMBER 1, 2013	NEW YORK	1162.0	1559.0
5742	ARCHCARE COMMUNITY LIFE	Partial capitation	NOVEMBER 1, 2013	PUTNAM	32.0	1559.0
5743	ARCHCARE COMMUNITY LIFE	Partial capitation	NOVEMBER 1, 2013	WESTCHESTER	365.0	1559.0
5745	CCM SELECT	Partial capitation	NOVEMBER 1, 2013	NASSAU	110.0	10023.0
5746	CCM SELECT	Partial capitation	NOVEMBER 1, 2013	NEW YORK	9253.0	10023.0
5747	CCM SELECT	Partial capitation	NOVEMBER 1, 2013	ROCKLAND	188.0	10023.0
5748	CCM SELECT	Partial capitation	NOVEMBER 1, 2013	SUFFOLK	135.0	10023.0
5749	CCM SELECT	Partial capitation	NOVEMBER 1, 2013	WESTCHESTER	337.0	10023.0
5751	CENTERS PLAN FOR HEALTHY LIVING	Partial capitation	NOVEMBER 1, 2013	ERIE	1.0	950.0
5752	CENTERS PLAN FOR HEALTHY LIVING	Partial capitation	NOVEMBER 1, 2013	NEW YORK	934.0	950.0
5753	CENTERS PLAN FOR HEALTHY LIVING	Partial capitation	NOVEMBER 1, 2013	ROCKLAND	15.0	950.0
5755	ELANT	Partial capitation	NOVEMBER 1, 2013	DUTCHESS	44.0	395.0
5756	ELANT	Partial capitation	NOVEMBER 1, 2013	ORANGE	201.0	395.0
5757	ELANT	Partial capitation	NOVEMBER 1, 2013	ROCKLAND	150.0	395.0
5759	ELDERPLAN	Partial capitation	NOVEMBER 1, 2013	MONROE	170.0	11012.0
5760	ELDERPLAN	Partial capitation	NOVEMBER 1, 2013	NASSAU	118.0	11012.0
5761	ELDERPLAN	Partial capitation	NOVEMBER 1, 2013	NEW YORK	10363.0	11012.0
5762	ELDERPLAN	Partial capitation	NOVEMBER 1, 2013	ROCKLAND	3.0	11012.0
5763	ELDERPLAN	Partial capitation	NOVEMBER 1, 2013	SUFFOLK	28.0	11012.0
5764	ELDERPLAN	Partial capitation	NOVEMBER 1, 2013	WESTCHESTER	330.0	11012.0
5766	ELDERSERVE	Partial capitation	NOVEMBER 1, 2013	NASSAU	94.0	10166.0
5767	ELDERSERVE	Partial capitation	NOVEMBER 1, 2013	NEW YORK	9820.0	10166.0
5768	ELDERSERVE	Partial capitation	NOVEMBER 1, 2013	SUFFOLK	94.0	10166.0
5769	ELDERSERVE	Partial capitation	NOVEMBER 1, 2013	WESTCHESTER	158.0	10166.0
5771	EXTENDED MLTC	Partial capitation	NOVEMBER 1, 2013	NASSAU	6.0	132.0
5772	EXTENDED MLTC	Partial capitation	NOVEMBER 1, 2013	NEW YORK	125.0	132.0
5773	EXTENDED MLTC	Partial capitation	NOVEMBER 1, 2013	SUFFOLK	1.0	132.0
5775	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	ALBANY	37.0	7466.0
5776	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	BROOME	10.0	7466.0
5777	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	CATTARAUGUS	2.0	7466.0
5778	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	CAYUGA	1.0	7466.0
5779	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	CHAUTAUQUA	2.0	7466.0
5780	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	CHENANGO	2.0	7466.0
5781	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	COLUMBIA	3.0	7466.0
5782	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	CORTLAND	2.0	7466.0
5783	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	DELAWARE	7.0	7466.0
5784	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	DUTCHESS	13.0	7466.0
5785	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	ERIE	16.0	7466.0
5786	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	ESSEX	2.0	7466.0
5787	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	FULTON	13.0	7466.0
5788	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	HERKIMER	4.0	7466.0
5789	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	MONROE	7.0	7466.0
5790	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	MONTGOMERY	8.0	7466.0
5791	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	NASSAU	497.0	7466.0
5792	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	NEW YORK	5594.0	7466.0
5793	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	ONEIDA	18.0	7466.0
5794	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	ONONDAGA	20.0	7466.0
5795	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	ORANGE	306.0	7466.0
5796	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	OSWEGO	4.0	7466.0
5797	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	PUTNAM	4.0	7466.0
5798	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	RENSSELAER	19.0	7466.0
5799	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	ROCKLAND	215.0	7466.0
5800	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	SCHENECTADY	25.0	7466.0
5801	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	STEUBEN	1.0	7466.0
5802	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	SUFFOLK	394.0	7466.0
5803	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	SULLIVAN	6.0	7466.0
5804	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	TIOGA	1.0	7466.0
5805	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	TOMPKINS	2.0	7466.0
5806	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	ULSTER	14.0	7466.0
5807	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	WARREN	1.0	7466.0
5808	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	WASHINGTON	6.0	7466.0
5809	FIDELIS CARE AT HOME	Partial capitation	NOVEMBER 1, 2013	WESTCHESTER	210.0	7466.0
5811	GUILDNET	Partial capitation	NOVEMBER 1, 2013	NASSAU	1407.0	14240.0
5812	GUILDNET	Partial capitation	NOVEMBER 1, 2013	NEW YORK	11437.0	14240.0
5813	GUILDNET	Partial capitation	NOVEMBER 1, 2013	SUFFOLK	1268.0	14240.0
5814	GUILDNET	Partial capitation	NOVEMBER 1, 2013	WESTCHESTER	128.0	14240.0
5816	HAMASPIK CHOICE	Partial capitation	NOVEMBER 1, 2013	SULLIVAN	3.0	3.0
5818	HHH CHOICES	Partial capitation	NOVEMBER 1, 2013	NEW YORK	2313.0	2377.0
5819	HHH CHOICES	Partial capitation	NOVEMBER 1, 2013	WESTCHESTER	64.0	2377.0
5821	HIP OF GREATER NEW YORK	Partial capitation	NOVEMBER 1, 2013	NASSAU	222.0	1268.0
5822	HIP OF GREATER NEW YORK	Partial capitation	NOVEMBER 1, 2013	NEW YORK	955.0	1268.0
5823	HIP OF GREATER NEW YORK	Partial capitation	NOVEMBER 1, 2013	SUFFOLK	59.0	1268.0
5824	HIP OF GREATER NEW YORK	Partial capitation	NOVEMBER 1, 2013	WESTCHESTER	32.0	1268.0
5826	INDEPENDENCE CARE SYSTEMS	Partial capitation	NOVEMBER 1, 2013	NEW YORK	5008.0	5008.0
5828	INTEGRA	Partial capitation	NOVEMBER 1, 2013	NASSAU	13.0	572.0
5829	INTEGRA	Partial capitation	NOVEMBER 1, 2013	NEW YORK	551.0	572.0
